name,timeout,real,cpu,ram,programs,ground_truth,gt_status,status,memout
tests-examples/textbook/1,False,7.36636,6.99843,198276,1,True,1,0,False
tests-examples/textbook/10,False,3.38028,5.58535,197568,1,True,1,0,False
tests-examples/textbook/11,False,3.09822,5.32163,195228,1,True,1,0,False
tests-examples/textbook/13,False,3.1302,5.32169,194904,1,True,1,0,False
tests-examples/textbook/14,False,3.5084,5.72945,200372,1,True,1,0,False
tests-examples/textbook/15,False,3.85888,6.07469,198020,1,True,1,0,False
tests-examples/textbook/16,False,3.576,5.71574,197972,5,False,0,0,False
tests-examples/textbook/17,False,3.96021,5.9757,198132,1,True,1,0,False
tests-examples/textbook/18,False,4.00876,6.40361,202232,1,True,1,0,False
tests-examples/textbook/19,False,3.53775,5.75027,197092,2,False,0,0,False
tests-examples/textbook/2,False,5.96175,8.14917,210064,1,True,1,0,False
tests-examples/textbook/20,False,3.64135,5.86625,198004,2,False,0,0,False
tests-examples/textbook/21,False,3.34724,5.73206,197960,1,True,1,0,False
tests-examples/textbook/22,False,4.21383,6.44686,198000,6,False,0,0,False
tests-examples/textbook/23,False,7.8641,10.079,212372,3,False,0,0,False
tests-examples/textbook/24,False,3.48768,5.55187,196940,1,True,1,0,False
tests-examples/textbook/25,False,16.7357,18.9074,273176,1,True,1,0,False
tests-examples/textbook/26,False,16.5014,18.4588,258228,3,True,1,0,False
tests-examples/textbook/28,False,3.24475,5.44304,196000,1,True,1,2,False
tests-examples/textbook/29,False,47.9715,50.0327,429636,1,True,1,0,False
tests-examples/textbook/3,False,6.8234,6.44372,197936,1,False,0,2,False
tests-examples/textbook/31,False,3.56395,5.80549,198460,5,True,1,2,False
tests-examples/textbook/34,False,4.48889,6.69586,202120,1,True,1,0,False
tests-examples/textbook/35,False,3.38357,5.60988,197644,1,True,1,0,False
tests-examples/textbook/4,False,3.39896,5.634,196872,1,True,1,0,False
tests-examples/textbook/5,False,3.33352,5.60897,197852,2,True,1,0,False
tests-examples/textbook/6,False,3.46211,5.67089,198652,1,True,1,0,False
tests-examples/textbook/7,False,2.98867,5.23792,195228,1,True,1,0,False
tests-examples/textbook/8,False,3.45219,5.66212,197312,1,True,1,0,False
tests-examples/textbook/9,False,3.58887,5.82603,201252,3,False,0,0,False
tests-examples/scythe/top_rated_posts/001,False,3.03616,5.26323,196564,1,True,1,0,False
tests-examples/scythe/top_rated_posts/002,False,3.12466,5.36695,194992,1,True,1,0,False
tests-examples/scythe/top_rated_posts/003,False,2.96864,5.20483,196560,1,True,1,0,False
tests-examples/scythe/top_rated_posts/004,False,3.89133,6.13134,204532,2,False,0,0,False
